sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_outer_d_branch,dim_wall_branch,dim_gost_designation,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock,description,attributes
sto-95-119-2-350-377-9--377-1-10г2с1,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 350х350 исп. 02 10Г2С1 СТО 95.119-2013,350,350,377,9,377,9,,,,,10Г2С1,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,10Г2С1,,,Э-377х9-377х9,False,sto-95-119-2-350-377-9--377-1,2,377,9,Э-377х9-377х9,variation,sto-95-119-2-350-377-9--377-1,10Г2С1,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 350. DN1 350. Исполнение 02. Размеры 377х9-377х9 мм. Марка стали 10Г2С1. Условное обозначение: Э-377х9-377х9.,dn=350; dn_branch=350; outer_diameter=377; wall_thickness=9; material=10Г2С1; execution=2; material_grade=10Г2С1; outer_d_branch=377; wall_branch=9; gost_designation=Э-377х9-377х9
sto-95-119-2-350-377-9--377-1-10х17н13м2т,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 350х350 исп. 02 10Х17Н13М2Т СТО 95.119-2013,350,350,377,9,377,9,,,,,10Х17Н13М2Т,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,10Х17Н13М2Т,,,Э-377х9-377х9,False,sto-95-119-2-350-377-9--377-1,2,377,9,Э-377х9-377х9,variation,sto-95-119-2-350-377-9--377-1,10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 350. DN1 350. Исполнение 02. Размеры 377х9-377х9 мм. Марка стали 10Х17Н13М2Т. Условное обозначение: Э-377х9-377х9.,dn=350; dn_branch=350; outer_diameter=377; wall_thickness=9; material=10Х17Н13М2Т; execution=2; material_grade=10Х17Н13М2Т; outer_d_branch=377; wall_branch=9; gost_designation=Э-377х9-377х9
sto-95-119-2-350-377-9--377-1-12х18н10т,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 350х350 исп. 02 12Х18Н10Т СТО 95.119-2013,350,350,377,9,377,9,,,,,12Х18Н10Т,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,12Х18Н10Т,,,Э-377х9-377х9,False,sto-95-119-2-350-377-9--377-1,2,377,9,Э-377х9-377х9,variation,sto-95-119-2-350-377-9--377-1,12Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 350. DN1 350. Исполнение 02. Размеры 377х9-377х9 мм. Марка стали 12Х18Н10Т. Условное обозначение: Э-377х9-377х9.,dn=350; dn_branch=350; outer_diameter=377; wall_thickness=9; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; outer_d_branch=377; wall_branch=9; gost_designation=Э-377х9-377х9
sto-95-119-2-350-377-9--377-1-13хфа,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 350х350 исп. 02 13ХФА СТО 95.119-2013,350,350,377,9,377,9,,,,,13ХФА,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,13ХФА,,,Э-377х9-377х9,False,sto-95-119-2-350-377-9--377-1,2,377,9,Э-377х9-377х9,variation,sto-95-119-2-350-377-9--377-1,13ХФА,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 350. DN1 350. Исполнение 02. Размеры 377х9-377х9 мм. Марка стали 13ХФА. Условное обозначение: Э-377х9-377х9.,dn=350; dn_branch=350; outer_diameter=377; wall_thickness=9; material=13ХФА; execution=2; material_grade=13ХФА; outer_d_branch=377; wall_branch=9; gost_designation=Э-377х9-377х9
sto-95-119-2-350-377-9--377-1-17г1с,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 350х350 исп. 02 17Г1С СТО 95.119-2013,350,350,377,9,377,9,,,,,17Г1С,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,17Г1С,,,Э-377х9-377х9,False,sto-95-119-2-350-377-9--377-1,2,377,9,Э-377х9-377х9,variation,sto-95-119-2-350-377-9--377-1,17Г1С,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 350. DN1 350. Исполнение 02. Размеры 377х9-377х9 мм. Марка стали 17Г1С. Условное обозначение: Э-377х9-377х9.,dn=350; dn_branch=350; outer_diameter=377; wall_thickness=9; material=17Г1С; execution=2; material_grade=17Г1С; outer_d_branch=377; wall_branch=9; gost_designation=Э-377х9-377х9
sto-95-119-2-350-377-9--377-1-17г1с-у,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 350х350 исп. 02 17Г1С-У СТО 95.119-2013,350,350,377,9,377,9,,,,,17Г1С-У,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,17Г1С-У,,,Э-377х9-377х9,False,sto-95-119-2-350-377-9--377-1,2,377,9,Э-377х9-377х9,variation,sto-95-119-2-350-377-9--377-1,17Г1С-У,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 350. DN1 350. Исполнение 02. Размеры 377х9-377х9 мм. Марка стали 17Г1С-У. Условное обозначение: Э-377х9-377х9.,dn=350; dn_branch=350; outer_diameter=377; wall_thickness=9; material=17Г1С-У; execution=2; material_grade=17Г1С-У; outer_d_branch=377; wall_branch=9; gost_designation=Э-377х9-377х9
sto-95-119-2-350-377-9--377-1-17гс,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 350х350 исп. 02 17ГС СТО 95.119-2013,350,350,377,9,377,9,,,,,17ГС,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,17ГС,,,Э-377х9-377х9,False,sto-95-119-2-350-377-9--377-1,2,377,9,Э-377х9-377х9,variation,sto-95-119-2-350-377-9--377-1,17ГС,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 350. DN1 350. Исполнение 02. Размеры 377х9-377х9 мм. Марка стали 17ГС. Условное обозначение: Э-377х9-377х9.,dn=350; dn_branch=350; outer_diameter=377; wall_thickness=9; material=17ГС; execution=2; material_grade=17ГС; outer_d_branch=377; wall_branch=9; gost_designation=Э-377х9-377х9
sto-95-119-2-350-377-9--377-1-20,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 350х350 исп. 02 Ст20 СТО 95.119-2013,350,350,377,9,377,9,,,,,20,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,20,,,Э-377х9-377х9,False,sto-95-119-2-350-377-9--377-1,2,377,9,Э-377х9-377х9,variation,sto-95-119-2-350-377-9--377-1,20,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 350. DN1 350. Исполнение 02. Размеры 377х9-377х9 мм. Марка стали 20. Условное обозначение: Э-377х9-377х9.,dn=350; dn_branch=350; outer_diameter=377; wall_thickness=9; material=20; execution=2; material_grade=20; outer_d_branch=377; wall_branch=9; gost_designation=Э-377х9-377х9
sto-95-119-2-400-426-6--426-1,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 400х400 исп. 02 СТО 95.119-2013,400,400,426,6,426,6,,,,,,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,,,,Э-426х6-426х6,False,sto-95-119-2-400-426-6--426-1,2,426,6,Э-426х6-426х6,variable,,08Х18Н10Т|09Г2С|10|10Г2|10Г2С1|10Х17Н13М2Т|12Х18Н10Т|13ХФА|17Г1С|17Г1С-У|17ГС|20,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 400. DN1 400. Исполнение 02. Размеры 426х6-426х6 мм. Марка стали 08Х18Н10Т. Условное обозначение: Э-426х6-426х6.,dn=400; dn_branch=400; outer_diameter=426; wall_thickness=6; material=08Х18Н10Т; execution=2; material_grade=08Х18Н10Т; outer_d_branch=426; wall_branch=6; gost_designation=Э-426х6-426х6
sto-95-119-2-400-426-6--426-1-08х18н10т,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 400х400 исп. 02 08Х18Н10Т СТО 95.119-2013,400,400,426,6,426,6,,,,,08Х18Н10Т,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,08Х18Н10Т,,,Э-426х6-426х6,False,sto-95-119-2-400-426-6--426-1,2,426,6,Э-426х6-426х6,variation,sto-95-119-2-400-426-6--426-1,08Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 400. DN1 400. Исполнение 02. Размеры 426х6-426х6 мм. Марка стали 08Х18Н10Т. Условное обозначение: Э-426х6-426х6.,dn=400; dn_branch=400; outer_diameter=426; wall_thickness=6; material=08Х18Н10Т; execution=2; material_grade=08Х18Н10Т; outer_d_branch=426; wall_branch=6; gost_designation=Э-426х6-426х6
sto-95-119-2-400-426-6--426-1-09г2с,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 400х400 исп. 02 09Г2С СТО 95.119-2013,400,400,426,6,426,6,,,,,09Г2С,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,09Г2С,,,Э-426х6-426х6,False,sto-95-119-2-400-426-6--426-1,2,426,6,Э-426х6-426х6,variation,sto-95-119-2-400-426-6--426-1,09Г2С,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 400. DN1 400. Исполнение 02. Размеры 426х6-426х6 мм. Марка стали 09Г2С. Условное обозначение: Э-426х6-426х6.,dn=400; dn_branch=400; outer_diameter=426; wall_thickness=6; material=09Г2С; execution=2; material_grade=09Г2С; outer_d_branch=426; wall_branch=6; gost_designation=Э-426х6-426х6
sto-95-119-2-400-426-6--426-1-10,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 400х400 исп. 02 Ст10 СТО 95.119-2013,400,400,426,6,426,6,,,,,10,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,10,,,Э-426х6-426х6,False,sto-95-119-2-400-426-6--426-1,2,426,6,Э-426х6-426х6,variation,sto-95-119-2-400-426-6--426-1,10,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 400. DN1 400. Исполнение 02. Размеры 426х6-426х6 мм. Марка стали 10. Условное обозначение: Э-426х6-426х6.,dn=400; dn_branch=400; outer_diameter=426; wall_thickness=6; material=10; execution=2; material_grade=10; outer_d_branch=426; wall_branch=6; gost_designation=Э-426х6-426х6
sto-95-119-2-400-426-6--426-1-10г2,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 400х400 исп. 02 10Г2 СТО 95.119-2013,400,400,426,6,426,6,,,,,10Г2,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,10Г2,,,Э-426х6-426х6,False,sto-95-119-2-400-426-6--426-1,2,426,6,Э-426х6-426х6,variation,sto-95-119-2-400-426-6--426-1,10Г2,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 400. DN1 400. Исполнение 02. Размеры 426х6-426х6 мм. Марка стали 10Г2. Условное обозначение: Э-426х6-426х6.,dn=400; dn_branch=400; outer_diameter=426; wall_thickness=6; material=10Г2; execution=2; material_grade=10Г2; outer_d_branch=426; wall_branch=6; gost_designation=Э-426х6-426х6
sto-95-119-2-400-426-6--426-1-10г2с1,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 400х400 исп. 02 10Г2С1 СТО 95.119-2013,400,400,426,6,426,6,,,,,10Г2С1,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,10Г2С1,,,Э-426х6-426х6,False,sto-95-119-2-400-426-6--426-1,2,426,6,Э-426х6-426х6,variation,sto-95-119-2-400-426-6--426-1,10Г2С1,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 400. DN1 400. Исполнение 02. Размеры 426х6-426х6 мм. Марка стали 10Г2С1. Условное обозначение: Э-426х6-426х6.,dn=400; dn_branch=400; outer_diameter=426; wall_thickness=6; material=10Г2С1; execution=2; material_grade=10Г2С1; outer_d_branch=426; wall_branch=6; gost_designation=Э-426х6-426х6
sto-95-119-2-400-426-6--426-1-10х17н13м2т,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 400х400 исп. 02 10Х17Н13М2Т СТО 95.119-2013,400,400,426,6,426,6,,,,,10Х17Н13М2Т,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,10Х17Н13М2Т,,,Э-426х6-426х6,False,sto-95-119-2-400-426-6--426-1,2,426,6,Э-426х6-426х6,variation,sto-95-119-2-400-426-6--426-1,10Х17Н13М2Т,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 400. DN1 400. Исполнение 02. Размеры 426х6-426х6 мм. Марка стали 10Х17Н13М2Т. Условное обозначение: Э-426х6-426х6.,dn=400; dn_branch=400; outer_diameter=426; wall_thickness=6; material=10Х17Н13М2Т; execution=2; material_grade=10Х17Н13М2Т; outer_d_branch=426; wall_branch=6; gost_designation=Э-426х6-426х6
sto-95-119-2-400-426-6--426-1-12х18н10т,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 400х400 исп. 02 12Х18Н10Т СТО 95.119-2013,400,400,426,6,426,6,,,,,12Х18Н10Т,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,12Х18Н10Т,,,Э-426х6-426х6,False,sto-95-119-2-400-426-6--426-1,2,426,6,Э-426х6-426х6,variation,sto-95-119-2-400-426-6--426-1,12Х18Н10Т,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 400. DN1 400. Исполнение 02. Размеры 426х6-426х6 мм. Марка стали 12Х18Н10Т. Условное обозначение: Э-426х6-426х6.,dn=400; dn_branch=400; outer_diameter=426; wall_thickness=6; material=12Х18Н10Т; execution=2; material_grade=12Х18Н10Т; outer_d_branch=426; wall_branch=6; gost_designation=Э-426х6-426х6
sto-95-119-2-400-426-6--426-1-13хфа,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 400х400 исп. 02 13ХФА СТО 95.119-2013,400,400,426,6,426,6,,,,,13ХФА,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,13ХФА,,,Э-426х6-426х6,False,sto-95-119-2-400-426-6--426-1,2,426,6,Э-426х6-426х6,variation,sto-95-119-2-400-426-6--426-1,13ХФА,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 400. DN1 400. Исполнение 02. Размеры 426х6-426х6 мм. Марка стали 13ХФА. Условное обозначение: Э-426х6-426х6.,dn=400; dn_branch=400; outer_diameter=426; wall_thickness=6; material=13ХФА; execution=2; material_grade=13ХФА; outer_d_branch=426; wall_branch=6; gost_designation=Э-426х6-426х6
sto-95-119-2-400-426-6--426-1-17г1с,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 400х400 исп. 02 17Г1С СТО 95.119-2013,400,400,426,6,426,6,,,,,17Г1С,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,17Г1С,,,Э-426х6-426х6,False,sto-95-119-2-400-426-6--426-1,2,426,6,Э-426х6-426х6,variation,sto-95-119-2-400-426-6--426-1,17Г1С,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 400. DN1 400. Исполнение 02. Размеры 426х6-426х6 мм. Марка стали 17Г1С. Условное обозначение: Э-426х6-426х6.,dn=400; dn_branch=400; outer_diameter=426; wall_thickness=6; material=17Г1С; execution=2; material_grade=17Г1С; outer_d_branch=426; wall_branch=6; gost_designation=Э-426х6-426х6
sto-95-119-2-400-426-6--426-1-17г1с-у,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 400х400 исп. 02 17Г1С-У СТО 95.119-2013,400,400,426,6,426,6,,,,,17Г1С-У,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,17Г1С-У,,,Э-426х6-426х6,False,sto-95-119-2-400-426-6--426-1,2,426,6,Э-426х6-426х6,variation,sto-95-119-2-400-426-6--426-1,17Г1С-У,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 400. DN1 400. Исполнение 02. Размеры 426х6-426х6 мм. Марка стали 17Г1С-У. Условное обозначение: Э-426х6-426х6.,dn=400; dn_branch=400; outer_diameter=426; wall_thickness=6; material=17Г1С-У; execution=2; material_grade=17Г1С-У; outer_d_branch=426; wall_branch=6; gost_designation=Э-426х6-426х6
sto-95-119-2-400-426-6--426-1-17гс,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 400х400 исп. 02 17ГС СТО 95.119-2013,400,400,426,6,426,6,,,,,17ГС,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,17ГС,,,Э-426х6-426х6,False,sto-95-119-2-400-426-6--426-1,2,426,6,Э-426х6-426х6,variation,sto-95-119-2-400-426-6--426-1,17ГС,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 400. DN1 400. Исполнение 02. Размеры 426х6-426х6 мм. Марка стали 17ГС. Условное обозначение: Э-426х6-426х6.,dn=400; dn_branch=400; outer_diameter=426; wall_thickness=6; material=17ГС; execution=2; material_grade=17ГС; outer_d_branch=426; wall_branch=6; gost_designation=Э-426х6-426х6
sto-95-119-2-400-426-6--426-1-20,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 400х400 исп. 02 Ст20 СТО 95.119-2013,400,400,426,6,426,6,,,,,20,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,20,,,Э-426х6-426х6,False,sto-95-119-2-400-426-6--426-1,2,426,6,Э-426х6-426х6,variation,sto-95-119-2-400-426-6--426-1,20,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 400. DN1 400. Исполнение 02. Размеры 426х6-426х6 мм. Марка стали 20. Условное обозначение: Э-426х6-426х6.,dn=400; dn_branch=400; outer_diameter=426; wall_thickness=6; material=20; execution=2; material_grade=20; outer_d_branch=426; wall_branch=6; gost_designation=Э-426х6-426х6
sto-95-119-2-600-630-8--325-1,sto-95-119,СТО 95.119-2013,переходы,Переходы,ПС,Переход 600х300 исп. 02 СТО 95.119-2013,600,300,630,8,325,8,,,,,,1,pdf/переходы/СТО_95_119_2013.pdf,,,,,,2,,,,,Э-630х8-325х8,False,sto-95-119-2-600-630-8--325-1,2,325,8,Э-630х8-325х8,variable,,08Х18Н10Т|09Г2С|10|10Г2|10Г2С1|10Х17Н13М2Т|12Х18Н10Т|13ХФА|17Г1С|17Г1С-У|17ГС|20,Нет,,onbackorder,no,Переход концентрический по СТО 95.119-2013. Тип: ПС. DN 600. DN1 300. Исполнение 02. Размеры 630х8-325х8 мм. Марка стали 08Х18Н10Т. Условное обозначение: Э-630х8-325х8.,dn=600; dn_branch=300; outer_diameter=630; wall_thickness=8; material=08Х18Н10Т; execution=2; material_grade=08Х18Н10Т; outer_d_branch=325; wall_branch=8; gost_designation=Э-630х8-325х8
